nfft64_class0: (0.9998019337654114, 0.09090909361839294, 0.2645924389362335, 4.880649378570523e-13)
nfft64_class1: (0.9998019337654114, 0.09090909361839294, 0.2645924389362335, 4.880649378570523e-13)
nfft64_class2: (0.9998019337654114, 0.09090909361839294, 0.2645924389362335, 4.880649378570523e-13)
nfft128_class0: (0.9999148845672607, 0.09090909361839294, 0.2583547532558441, 9.086467689378708e-12)
nfft128_class1: (0.9999148845672607, 0.09090909361839294, 0.2583547532558441, 9.086467689378708e-12)
nfft128_class2: (0.9999148845672607, 0.09090909361839294, 0.2583547532558441, 9.086467689378708e-12)
nfft256_class0: (0.9999520182609558, 0.09090908616781235, 0.25033003091812134, 2.4387058344954582e-11)
nfft256_class1: (0.9999520182609558, 0.09090908616781235, 0.25033003091812134, 2.4387058344954582e-11)
nfft256_class2: (0.9999520182609558, 0.09090908616781235, 0.25033003091812134, 2.4387058344954582e-11)
nfft512_class0: (0.9999692440032959, 0.09090909361839294, 0.24462772905826569, 3.2023997169339236e-12)
nfft512_class1: (0.9999692440032959, 0.09090909361839294, 0.24462772905826569, 3.2023997169339236e-12)
nfft512_class2: (0.9999692440032959, 0.09090909361839294, 0.24462772905826569, 3.2023997169339236e-12)
nfft1024_class0: (0.9999709725379944, 0.09090909361839294, 0.24422720074653625, 6.048585704564527e-14)
nfft1024_class1: (0.9999709725379944, 0.09090909361839294, 0.24422720074653625, 6.048585704564527e-14)
nfft1024_class2: (0.9999709725379944, 0.09090909361839294, 0.24422720074653625, 6.048585704564527e-14)
