nfft64_class0: (129.1526641845703, 0.002559087472036481, 0.24168984591960907, 1.2490009027033011e-14)
nfft64_class1: (129.1526641845703, 0.002559087472036481, 0.24168984591960907, 1.2490009027033011e-14)
nfft64_class2: (129.1526641845703, 0.002559087472036481, 0.24168984591960907, 1.2490009027033011e-14)
nfft128_class0: (581.3252563476562, 0.004948460962623358, 0.48337042331695557, 4.496403249731884e-13)
nfft128_class1: (581.3252563476562, 0.004948460962623358, 0.48337042331695557, 4.496403249731884e-13)
nfft128_class2: (581.3252563476562, 0.004948460962623358, 0.48337042331695557, 4.496403249731884e-13)
nfft256_class0: (1916.6351318359375, 0.009196295402944088, 0.9736116528511047, 2.2427060208940475e-12)
nfft256_class1: (1916.6351318359375, 0.009196295402944088, 0.9736116528511047, 2.2427060208940475e-12)
nfft256_class2: (1916.6351318359375, 0.009196295402944088, 0.9736116528511047, 2.2427060208940475e-12)
nfft512_class0: (5854.4013671875, 0.018034538254141808, 1.9544293880462646, 5.775380174100064e-13)
nfft512_class1: (5854.4013671875, 0.018034538254141808, 1.9544293880462646, 5.775380174100064e-13)
nfft512_class2: (5854.4013671875, 0.018034538254141808, 1.9544293880462646, 5.775380174100064e-13)
nfft1024_class0: (13161.43359375, 0.03817857429385185, 3.9221739768981934, 2.3092638912203256e-14)
nfft1024_class1: (13161.43359375, 0.03817857429385185, 3.9221739768981934, 2.3092638912203256e-14)
nfft1024_class2: (13161.43359375, 0.03817857429385185, 3.9221739768981934, 2.3092638912203256e-14)
